Scientific name,Extinction date 
Phasianus versicolor,2019
Scleroptila levaillantii,2019
Psophia leucoptera,2019
Psophia viridis,2019
Aramides mangle,2019
Aramides saracura,2019
Coracina lineata,2019
Lalage tricolor,2019
Aphelocoma ultramarina,2019
Temnurus temnurus,2019
Chamaeza meruloides,2019
Carpodacus synoicus,2019
Euphonia chalybea,2019
Hesperiphona vespertina,2019
Ancistrops strigilatus,2019
Cacicus chrysopterus,2019
Cassiculus melanicterus,2019
Oenanthe deserti,2019
Oenanthe monacha,2019
Cinnyris solaris,2019
Lophorina paradisea,2019
Myiothlypis fulvicauda,2019
Ammodramus aurifrons,2019
Picathartes gymnocephalus,2019
Ceratopipra cornuta,2019
Lepidothrix coronata,2019
Pipra filicauda,2019
Pitta versicolor,2019
Ixos virescens,2019
Rhabdornis mystacalis,2019
Akletos melanoceps,2019
Drymophila malura,2019
Hypocnemis striata,2019
Isleria guttata,2019
Mackenziaena leachii,2019
Myrmeciza longipes,2019
Myrmoborus myotherinus,2019
Pygiptila stellaris,2019
Pyriglena atra,2019
Rhopias gularis,2019
Thamnophilus ambiguus,2019
Thamnophilus torquatus,2019
Eucometis penicillata,2019
Islerothraupis rufiventer,2019
Ramphocelus nigrogularis,2019
Sporophila albogularis,2019
Tangara schrankii,2019
Tityra semifasciata,2019
Zoothera aurea,2019
Contopus cinereus,2019
Fluvicola albiventer,2019
Myiozetetes similis,2019
Phaeomyias murina,2019
Ramphotrigon ruficauda,2019
Sayornis saya,2019
Tolmomyias sulphurescens,2019
Tyrannopsis sulphurea,2019
Philentoma velata,2019
Tigrisoma fasciatum,2019
Cercibis oxycerca,2019
Chrysocolaptes validus,2019
Chrysophlegma mentale,2019
Picumnus cirratus,2019
Sasia abnormis,2019
Diomedea epomophora,2019
Pterocles exustus,2019
Pterocles lichtensteinii,2019
Strix hylophila,2019
Nothura boraquira,2019
Nothura minor,2019
Priotelus temnurus,2019
Accipiter poliogaster,2019
Accipiter trivirgatus,2019
Geranoaetus polyosoma,2019
Kaupifalco monogrammicus,2019
Parabuteo leucorrhous,2019
Parabuteo unicinctus,2019
Trigonoceps occipitalis,2019
Dendrocygna arcuata,2019
Bycanistes bucinator,2019
Bycanistes cylindricus,2019
Hemiprocne comata,2019
Patagona gigas,2019
Charadrius melodus,2019
Rhinoptilus chalcopterus,2019
Rhodostethia rosea,2019
Ducula perspicillata,2019
Ducula pinon,2019
Ptilinopus hyogastrus,2019
Ptilinopus monacha,2019
Reinwardtoena reinwardti,2019
Cittura cyanotis,2019
Dacelo gaudichaud,2019
Todiramphus diops,2019
Nyctyornis amictus,2019
Baryphthengus martii,2019
Dromococcyx phasianellus,2019
Microhierax fringillarius,2019
Bombycilla japonica,2019
Coracina bicolor,2019
Lalage fimbriata,2019
Lobotos lobatus,2019
Climacteris picumnus,2019
Platysmurus leucopterus,2019
Automolus subulatus,2019
Dendrocolaptes platyrostris,2019
Leptasthenura setaria,2019
Pseudoseisura cristata,2019
Xiphocolaptes falcirostris,2019
Xiphorhynchus ocellatus,2019
Agelaioides fringillarius,2019
Lampropsar tanagrinus,2019
Psarocolius angustifrons,2019
Psarocolius bifasciatus,2019
Locustella luscinioides,2019
Amytornis textilis,2019
Malurus leucopterus,2019
Microptilotis reticulatus,2019
Oenanthe melanura,2019
Aplonis metallica,2019
Enodes erythrophris,2019
Pyriglena leuconota,2019
Conirostrum speciosum,2019
Melanodera melanodera,2019
Cochoa azurea,2019
Turdus falcklandii,2019
Alectrurus risora,2019
Camptostoma obsoletum,2019
Phyllomyias virescens,2019
Phylloscartes ventralis,2019
Tephrodornis virgatus,2019
Zosterops palpebrosus,2019
Syrigma sibilatrix,2019
Pelecanus conspicillatus,2019
Pseudibis papillosa,2019
Cyphos macrodactylus,2019
Malacoptila rufa,2019
Malacoptila striata,2019
Monasa nigrifrons,2019
Nonnula rubecula,2019
Brachygalba albogularis,2019
Galbula tombacea,2019
Psilopogon chrysopogon,2019
Psilopogon mystacophanos,2019
Celeus ochraceus,2019
Veniliornis maculifrons,2019
Rollandia rolland,2019
Alipiopsitta xanthops,2019
Amazona diadema,2019
Pionus senilis,2019
Pyrrhura melanura,2019
Pyrrhura perlata,2019
Triclaria malachitacea,2019
Vini kuhlii,2019
Harpactes duvaucelii,2019
Pharomachrus pavoninus,2019
Trogon aurantius,2019
Buteo platypterus,2019
Harpagus diodon,2019
Necrosyrtes monachus,2019
Rhabdotorrhinus exarhatus,2019
Rhyticeros cassidix,2019
Tockus erythrorhynchus,2019
Apus caffer,2019
Cypsiurus parvus,2019
Caprimulgus aegyptius,2019
Caprimulgus nubicus,2019
Heliomaster squamosus,2019
Burhinus capensis,2019
Charadrius modestus,2019
Charadrius pecuarius,2019
Vanellus leucurus,2019
Anous tenuirostris,2019
Larus dominicanus,2019
Larus maculipennis,2019
Larus scoresbii,2019
Thalasseus bergii,2019
Limnodromus scolopaceus,2019
Anastomus lamelligerus,2019
Ciconia abdimii,2019
Alopecoenas xanthonurus,2019
Ducula lacernulata,2019
Patagioenas fasciata,2019
Phapitreron leucotis,2019
Ptilinopus porphyreus,2019
Streptopelia dusumieri,2019
Treron capellei,2019
Treron olax,2019
Treron oxyurus,2019
Alcedo semitorquata,2019
Dasylophus superciliosus,2019
Falco ardosiaceus,2019
Megapodius freycinet,2019
Megapodius laperouse,2019
Megapodius reinwardt,2019
Dendragapus obscurus,2019
Acrocephalus melanopogon,2019
Iduna caligata,2019
Ammomanes deserti,2019
Eremophila bilopha,2019
Ceblepyris caesius,2019
Cyanoloxia brissonii,2019
Passerina amoena,2019
Prinia gracilis,2019
Corvus capensis,2019
Cyanocorax cristatellus,2019
Pica hudsonia,2019
Dicrurus remifer,2019
Emberiza striolata,2019
Coccopygia melanotis,2019
Estrilda troglodytes,2019
Lagonosticta rubricata,2019
Chamaeza campanisona,2019
Bucanetes githagineus,2019
Rhodospiza obsoleta,2019
Spinus psaltria,2019
Anabacerthia amaurotis,2019
Furnarius figulus,2019
Lochmias nematura,2019
Synallaxis albescens,2019
Synallaxis cinerascens,2019
Synallaxis rutilans,2019
Hylopezus macularius,2019
Lanius nubicus,2019
Argya caudata,2019
Turdoides striata,2019
Dryoscopus gambensis,2019
Mimus saturninus,2019
Enicurus ruficapillus,2019
Myophonus glaucinus,2019
Oenanthe lugens,2019
Oenanthe moesta,2019
Hedydipna metallica,2019
Oriolus larvatus,2019
Leiothlypis celata,2019
Chondestes grammacus,2019
Peucaea aestivalis,2019
Passer luteus,2019
Passer simplex,2019
Pellorneum capistratum,2019
Antilophia galeata,2019
Erythropitta erythrogaster,2019
Euplectes laticauda,2019
Ploceus luteolus,2019
Ploceus vitellinus,2019
Regulus satrapa,2019
Sylvia ruppeli,2019
Drymophila squamata,2019
Dysithamnus mentalis,2019
Dysithamnus stictothorax,2019
Herpsilochmus pileatus,2019
Mackenziaena severa,2019
Myrmoderus loricatus,2019
Sakesphorus luctuosus,2019
Thamnophilus palliatus,2019
Cypsnagra hirundinacea,2019
Neothraupis fasciata,2019
Sporophila caerulescens,2019
Sporophila nigricollis,2019
Stephanophorus diadematus,2019
Cyanoderma melanothorax,2019
Laniisoma elegans,2019
Pachyramphus marginatus,2019
Pachyramphus validus,2019
Tityra inquisitor,2019
Cistothorus stellaris,2019
Salpinctes obsoletus,2019
Turdus fumigatus,2019
Capsiempis flaveola,2019
Mionectes oleagineus,2019
Muscipipra vetula,2019
Neoxolmis rufiventris,2019
Philohydor lictor,2019
Rhytipterna simplex,2019
Tyrannus verticalis,2019
Xolmis coronatus,2019
Xolmis dominicanus,2019
Xolmis irupero,2019
Xolmis velatus,2019
Ixobrychus involucris,2019
Phimosus infuscatus,2019
Monasa morphoeus,2019
Campethera notata,2019
Piculus aurulentus,2019
Picumnus exilis,2019
Picumnus pygmaeus,2019
Ramphastos ambiguus,2019
Ramphastos vitellinus,2019
Selenidera maculirostris,2019
Aratinga nenday,2019
Diopsittaca cumanensis,2019
Pterocles coronatus,2019
Morus capensis,2019
Harpactes oreskios,2019
Accipiter virgatus,2019
Aquila fasciata,2019
Chelictinia riocourii,2019
Chondrohierax uncinatus,2019
Ictinaetus malaiensis,2019
Anthracoceros malayanus,2019
Berenicornis comatus,2019
Batrachostomus cornutus,2019
Augastes scutatus,2019
Avocettula recurvirostris,2019
Campylopterus ensipennis,2019
Charadrius ruficapillus,2019
Vanellus armatus,2019
Cursorius temminckii,2019
Larus glaucoides,2019
Sterna sumatrana,2019
Mycteria cinerea,2019
Ducula badia,2019
Ocyphaps lophotes,2019
Phaenicophaeus sumatranus,2019
Rhinortha chlorophaea,2019
Falco femoralis,2019
Lophura erythrophthalma,2019
Lophura rufa,2019
Rallina fasciata,2019
Ardeotis kori,2019
Calyptomena viridis,2019
Pericrocotus divaricatus,2019
Pericrocotus miniatus,2019
Piranga flava,2019
Corvus brachyrhynchos,2019
Corvus enca,2019
Corydon sumatranus,2019
Eurylaimus ochromalus,2019
Chlorophonia cyanea,2019
Campylorhamphus falcularius,2019
Lepidocolaptes squamatus,2019
Alopochelidon fucata,2019
Laniarius atrococcineus,2019
Cyornis rufigastra,2019
Enicurus velatus,2019
Aethopyga mystacalis,2019
Aethopyga siparaja,2019
Orthonyx temminckii,2019
Hydrornis caeruleus,2019
Brachypodius atriceps,2019
Lamprotornis splendidus,2019
Drymophila ferruginea,2019
Herpsilochmus rufimarginatus,2019
Coryphaspiza melanotis,2019
Tachyphonus coronatus,2019
Mixornis gularis,2019
Turdus ardosiaceus,2019
Elaenia flavogaster,2019
Hemitriccus diops,2019
Phyllomyias fasciatus,2019
Piprites chloris,2019
Piprites pileata,2019
Pogonotriccus eximius,2019
Hemipus hirundinaceus,2019
Hylophilus poicilotis,2019
Hylophilus thoracicus,2019
Ardea sumatrana,2019
Gorsachius melanolophus,2019
Celeus galeatus,2019
Pteroglossus inscriptus,2019
Phoebetria fusca,2019
Prioniturus discurus,2019
Tanygnathus sumatranus,2019
Bubo sumatranus,2019
Megascops atricapilla,2019
Ninox scutulata,2019
Apalharpactes reinwardtii,2019
Harpactes kasumba,2019
Accipiter soloensis,2019
Helicolestes hamatus,2019
Icthyophaga ichthyaetus,2019
Pernis ptilorhynchus,2019
Dendrocygna javanica,2019
Caprimulgus affinis,2019
Caprimulgus macrurus,2019
Nyctibius leucopterus,2019
Batrachostomus javensis,2019
Campylopterus falcatus,2019
Discosura langsdorffi,2019
Lophornis chalybeus,2019
Fratercula corniculata,2019
Calidris acuminata,2019
Calidris tenuirostris,2019
Scolopax saturata,2019
Leptoptilos javanicus,2019
Columba leucomela,2019
Geopelia humeralis,2019
Geophaps scripta,2019
Macropygia phasianella,2019
Megaloprepia magnifica,2019
Ptilinopus porphyraceus,2019
Alcedo meninting,2019
Lacedo pulchella,2019
Chalcites basalis,2019
Chrysococcyx xanthorhynchus,2019
Hierococcyx fugax,2019
Surniculus lugubris,2019
Zanclostomus javanicus,2019
Falco punctatus,2019
Falco severus,2019
Arborophila orientalis,2019
Ithaginis cruentus,2019
Mirafra javanica,2019
Coracina javensis,2019
Cisticola galactotes,2019
Orthotomus sepium,2019
Prinia familiaris,2019
Cyanocorax cyanopogon,2019
Podoces panderi,2019
Carpornis cucullata,2019
Eurylaimus javanicus,2019
Automolus leucophthalmus,2019
Phacellodomus erythrophthalmus,2019
Phacellodomus rufifrons,2019
Philydor atricapillus,2019
Thripophaga macroura,2019
Xenops rutilus,2019
Megalurus palustris,2019
Motacilla aguimp,2019
Brachypteryx montana,2019
Cyornis banyumas,2019
Eumyias indigo,2019
Aethopyga eximia,2019
Arachnothera affinis,2019
Oriolus xanthonotus,2019
Myiothlypis rivularis,2019
Malacocincla sepiaria,2019
Ceratopipra rubrocapilla,2019
Ploceus manyar,2019
Criniger barbatus,2019
Pycnonotus bimaculatus,2019
Rubigula dispar,2019
Acridotheres tricolor,2019
Gracupica jalla,2019
Coryphospingus pileatus,2019
Tangara palmarum,2019
Pomatorhinus montanus,2019
Stachyris thoracica,2019
Timalia pileata,2019
Oxyruncus cristatus,2019
Campylorhynchus turdinus,2019
Heleia javanica,2019
Zosterops flavus,2019
Ardeola speciosa,2019
Trachyphonus vaillantii,2019
Tricholaema hirsuta,2019
Psilopogon armillaris,2019
Psilopogon australis,2019
Psilopogon javensis,2019
Chrysocolaptes strictus,2019
Hemicircus concretus,2019
Meiglyptes tristis,2019
Picus puniceus,2019
Veniliornis affinis,2019
Athene brama,2019
Bubo africanus,2019
Glaucidium castanopterum,2019
Glaucidium minutissimum,2019
Ketupa ketupu,2019
Otus lempiji,2019
Otus rufescens,2019
Phodilus badius,2019
Aviceda leuphotes,2019
Spizaetus tyrannus,2019
Caprimulgus ruficollis,2019
Nyctibius aethereus,2019
Heliactin bilophus,2019
Glareola lactea,2019
Haematopus palliatus,2019
Larus melanocephalus,2019
Halcyon gularis,2019
Neomorphus geoffroyi,2019
Meleagris ocellata,2019
Eupodotis caerulescens,2019
Eupodotis senegalensis,2019
Alaudala rufescens,2019
Chersophilus duponti,2019
Certhia brachydactyla,2019
Cinclus pallasii,2019
Camaroptera brachyura,2019
Prinia flavicans,2019
Carpornis melanocephala,2019
Lipaugus vociferans,2019
Xipholena atropurpurea,2019
Spinus cucullatus,2019
Campylorhamphus trochilirostris,2019
Dendrocincla merula,2019
Dendrocincla turdina,2019
Dendrocolaptes picumnus,2019
Xiphorhynchus guttatus,2019
Xiphorhynchus obsoletus,2019
Pygochelidon melanoleuca,2019
Lanius meridionalis,2019
Cercotrichas galactotes,2019
Cyornis hyacinthinus,2019
Poecile lugubris,2019
Passer hispaniolensis,2019
Regulus ignicapilla,2019
Cettia cetti,2019
Sitta frontalis,2019
Culicicapa ceylonensis,2019
Sturnus unicolor,2019
Sylvia conspicillata,2019
Sylvia sarda,2019
Thamnomanes caesius,2019
Sporophila falcirostris,2019
Turdus naumanni,2019
Rhynchocyclus olivaceus,2019
Colaptes rubiginosus,2019
Aulacorhynchus sulcatus,2019
Oceanites oceanicus,2019
Pachyptila turtur,2019
Pterodroma hasitata,2019
Cacatua tenuirostris,2019
Agapornis swindernianus,2019
Amazona vinacea,2019
Aratinga auricapillus,2019
Cyanoramphus auriceps,2019
Eupsittula cactorum,2019
Graydidascalus brachyurus,2019
Neophema chrysostoma,2019
Pionites leucogaster,2019
Pionus maximiliani,2019
Platycercus icterotis,2019
Platycercus venustus,2019
Poicephalus fuscicollis,2019
Purpureicephalus spurius,2019
Pyrilia barrabandi,2019
Pyrilia vulturina,2019
Pyrrhura cruentata,2019
Pyrrhura leucotis,2019
Touit melanonotus,2019
Touit surdus,2019
Trichoglossus chlorolepidotus,2019
Vini ultramarina,2019
Bubo lacteus,2019
Ptilopsis leucotis,2019
Crypturellus noctivagus,2019
Geranoaetus melanoleucus,2019
Rhinopomastus cyanomelas,2019
Vanellus novaehollandiae,2019
Sternula superciliaris,2019
Xema sabini,2019
Calidris fuscicollis,2019
Calidris melanotos,2019
Calidris minutilla,2019
Calidris subruficollis,2019
Steganopus tricolor,2019
Stercorarius longicaudus,2019
Ortyxelos meiffrenii,2019
Jabiru mycteria,2019
Coracias temminckii,2019
Eurystomus gularis,2019
Amaurornis cinerea,2019
Aramides ypecaha,2019
Laterallus leucopyrrhus,2019
Laterallus melanophaius,2019
Pardirallus nigricans,2019
Porphyriops melanops,2019
Porzana albicollis,2019
Rallus limicola,2019
Sarothrura rufa,2019
Tauraco erythrolophus,2019
Amandava subflava,2019
Euphonia rufiventris,2019
Psittirostra psittacea,1989
Glyphorynchus spirurus,2019
Synallaxis ruficapilla,2019
Agelaioides badius,2019
Agelasticus cyanopus,2019
Chrysomus ruficapillus,2019
Gnorimopsar chopi,2019
Icterus nigrogularis,2019
Icterus pyrrhopterus,2019
Pseudoleistes guirahuro,2019
Pseudoleistes virescens,2019
Quiscalus major,2019
Orthogonys chloricterus,2019
Chalcomitra rubescens,2019
Cinnyris fuscus,2019
Hedydipna collaris,2019
Hedydipna platura,2019
Lophorina magnifica,2019
Petroica rodinogaster,2019
Phylloscopus bonelli,2019
Machaeropterus regulus,2019
Machaeropterus striolatus,2019
Ploceus bicolor,2019
Ploceus nigerrimus,2019
Ploceus velatus,2019
Ramphocaenus melanurus,2019
Batara cinerea,2019
Compsothraupis loricata,2019
Cyanicterus cyanicterus,2019
Pipraeidea melanonota,2019
Tangara cyanoventris,2019
Tangara desmaresti,2019
Cantorchilus longirostris,2019
Pheugopedius rutilus,2019
Troglodytes hiemalis,2019
Turdus atrogularis,2019
Attila rufus,2019
Hirundinea bellicosa,2019
Machetornis rixosa,2019
Myiodynastes solitarius,2019
Tyrannus melancholicus,2019
Campephilus robustus,2019
Pteroglossus azara,2019
Pteroglossus bailloni,2019
Tinamus solitarius,2019
Circaetus cinereus,2019
Elanus leucurus,2019
Haliastur sphenurus,2019
Amazilia versicolor,2019
Aphantochroa cirrochloris,2019
Basilinna leucotis,2019
Doricha enicura,2019
Hylocharis cyanus,2019
Leucochloris albicollis,2019
Ramphodon naevius,2019
Stephanoxis lalandi,2019
Esacus magnirostris,2019
Charadrius collaris,2019
Charadrius marginatus,2019
Charadrius tricollaris,2019
Elseyornis melanops,2019
Thinornis cucullatus,2019
Vanellus tricolor,2019
Larus cirrocephalus,2019
Larus crassirostris,2019
Alopecoenas rubescens,2019
Patagioenas plumbea,2019
Alcedo coerulescens,2019
Halcyon cyanoventris,2019
Todiramphus australasia,2019
Baryphthengus ruficapillus,2019
Falco naumanni,2019
Gallinula galeata,2019
Lalage sueurii,2019
Pericrocotus roseus,2019
Conopophaga melanops,2019
Cyanocorax chrysops,2019
Cyanocorax coeruleus,2019
Cyanocorax cyanomelas,2019
Phytotoma rutila,2019
Euphonia cyanocephala,2019
Cinclodes fuscus,2019
Cranioleuca pyrrhophia,2019
Dendrocincla fuliginosa,2019
Lepidocolaptes angustirostris,2019
Nasica longirostris,2019
Philydor rufum,2019
Sittasomus griseicapillus,2019
Xiphocolaptes albicollis,2019
Xiphocolaptes major,2019
Xiphorhynchus fuscus,2019
Xiphorhynchus pardalotus,2019
Hirundo smithii,2019
Mimus triurus,2019
Ramphocinclus brachyurus,2019
Monarcha melanopsis,2019
Myiagra cyanoleuca,2019
Myiagra ruficollis,2019
Trochocercus cyanomelas,2019
Anthus correndera,2019
Anthus leucophrys,2019
Anthus richardi,2019
Anthus rufulus,2019
Cossypha albicapillus,2019
Enicurus leschenaulti,2019
Monticola explorator,2019
Monticola rupestris,2019
Myrmecocichla formicivora,2019
Myrmecocichla monticola,2019
Myrmecocichla nigra,2019
Pogonocichla stellata,2019
Saxicola gutturalis,2019
Melaniparus cinerascens,2019
Melaniparus niger,2019
Batis pririt,2019
Andropadus importunus,2019
Pycnonotus aurigaster,2019
Pycnonotus nigricans,2019
Rhipidura albicollis,2019
Rhipidura rufiventris,2019
Stenostira scita,2019
Streptocitta albicollis,2019
Sylvia nigricapillus,2019
Pyriglena leucoptera,2019
Hemithraupis flavicollis,2019
Hemithraupis ruficapilla,2019
Trichothraupis melanops,2019
Pachyramphus polychopterus,2019
Geokichla peronii,2019
Turdus albicollis,2019
Turdus flavipes,2019
Turdus leucomelas,2019
Turdus rufiventris,2019
Calyptura cristata,2019
Colonia colonus,2019
Culicivora caudacuta,2019
Empidonax virescens,2019
Empidonomus varius,2019
Gubernetes yetapa,2019
Knipolegus cyanirostris,2019
Knipolegus nigerrimus,2019
Legatus leucophaius,2019
Myiornis auricularis,2019
Platyrinchus mystaceus,2019
Satrapa icterophrys,2019
Sirystes sibilator,2019
Suiriri suiriri,2019
Bias musicus,2019
Colaptes campestris,2019
Dendrocopos macei,2019
Dendropicos fuscescens,2019
Melanerpes flavifrons,2019
Micropternus brachyurus,2019
Piculus chrysochloros,2019
Picus chlorolophus,2019
Picus vittatus,2019
Hydrobates leucorhous,2019
Ardenna gravis,2019
Agapornis roseicollis,2019
Alisterus scapularis,2019
Aprosmictus jonquillaceus,2019
Brotogeris chiriri,2019
Cyanoliseus patagonus,2019
Prioniturus platurus,2019
Psittacara acuticaudatus,2019
Pyrrhura frontalis,2019
Glaucidium perlatum,2019
Accipiter bicolor,2019
Accipiter cirrocephalus,2019
Buteogallus coronatus,2019
Geranospiza caerulescens,2019
Rostrhamus sociabilis,2019
Mergus octosetaceus,2019
Streptoprocne rutila,2019
Chordeiles nacunda,2019
Steatornis caripensis,2019
Anthracothorax nigricollis,2019
Florisuga fusca,2019
Lophornis magnificus,2019
Haematopus longirostris,2019
Numenius tenuirostris,2019
Coracias cyanogaster,2019
Merops albicollis,2019
Merops bulocki,2019
Merops leschenaulti,2019
Merops variegatus,2019
Centropus nigrorufus,2019
Ceuthmochares aereus,2019
Coccycua cinerea,2019
Coccycua minuta,2019
Coccyzus melacoryphus,2019
Piaya melanogaster,2019
Micrastur gilvicollis,2019
Micrastur ruficollis,2019
Micrastur semitorquatus,2019
Podica senegalensis,2019
Fulica armillata,2019
Fulica leucoptera,2019
Acrocephalus paludicola,2019
Hippolais icterina,2019
Hippolais polyglotta,2019
Artamus cinereus,2019
Artamus fuscus,2019
Artamus minor,2019
Campephaga flava,2019
Habia rubica,2019
Cisticola fulvicapilla,2019
Cisticola textrix,2019
Corcorax melanorhamphos,2019
Corvus splendens,2019
Procnias nudicollis,2019
Dicrurus aeneus,2019
Dicrurus leucophaeus,2019
Dicrurus lophorinus,2019
Dicrurus macrocercus,2019
Erythrura tricolor,2019
Estrilda coerulescens,2019
Estrilda erythronotos,2019
Estrilda melpoda,2019
Estrilda perreini,2019
Ortygospiza atricollis,2019
Taeniopygia guttata,2019
Anumbius annumbi,2019
Asthenes pyrrholeuca,2019
Phacellodomus ruber,2019
Phleocryptes melanops,2019
Schoeniophylax phryganophilus,2019
Petrochelidon nigricans,2019
Petrochelidon pyrrhonota,2019
Pygochelidon cyanoleuca,2019
Riparia paludicola,2019
Stelgidopteryx ruficollis,2019
Tachycineta leucorrhoa,2019
Bradypterus baboecala,2019
Sylvietta rufescens,2019
Telophorus viridis,2019
Gavicalis virescens,2019
Lichmera flavicans,2019
Nesoptilotis flavicollis,2019
Lamprospiza melanoleuca,2019
Cercotrichas leucophrys,2019
Emarginata tractrac,2019
Oenanthe familiaris,2019
Tarsiger indicus,2019
Oriolus auratus,2019
Myiothlypis leucoblephara,2019
Setophaga pitiayumi,2019
Passer griseus,2019
Passer italiae,2019
Phylloscopus collybita,2019
Bubalornis albirostris,2019
Polioptila dumicola,2019
Sylvia subcoerulea,2019
Myrmotherula axillaris,2019
Donacospiza albifrons,2019
Emberizoides herbicola,2019
Gubernatrix cristata,2019
Saltator albicollis,2019
Saltator atricollis,2019
Saltator aurantiirostris,2019
Saltator coerulescens,2019
Schistochlamys ruficapillus,2019
Sporophila leucoptera,2019
Tangara cyanoptera,2019
Iodopleura fusca,2019
Laniocera hypopyrra,2019
Catharus fuscescens,2019
Myiopagis viridicata,2019
Polystictus pectoralis,2019
Serpophaga nigricans,2019
Serpophaga subcristata,2019
Tachuris rubrigastra,2019
Vireo chivi,2019
Zosterops chloronothos,2019
Plegadis chihi,2019
Theristicus caerulescens,2019
Galbula leucogastra,2019
Jacamaralcyon tridactyla,2019
Fregetta grallaria,2019
Eolophus roseicapilla,2019
Athene superciliaris,2019
Megascops choliba,2019
Microcarbo melanoleucos,2019
Microcarbo niger,2019
Phalacrocorax fuscescens,2019
Temnotrogon roseigaster,2019
Trogon collaris,2019
Trogon surrucura,2019
Buteo brachyurus,2019
Circus cinereus,2019
Geranoaetus albicaudatus,2019
Spizaetus melanoleucus,2019
Anas flavirostris,2019
Callonetta leucophrys,2019
Dendrocygna bicolor,2019
Netta peposaca,2019
Spatula cyanoptera,2019
Spatula platalea,2019
Spatula versicolor,2019
Chauna torquata,2019
Rhabdotorrhinus leucocephalus,2019
Caprimulgus pectoralis,2019
Colibri serrirostris,2019
Stiltia isabella,2019
Rynchops flavirostris,2019
Cladorhynchus leucocephalus,2019
Recurvirostra novaehollandiae,2019
Nycticryphes semicollaris,2019
Gallinago paraguaiae,2019
Tringa brevipes,2019
Daptrius ater,2019
Milvago chimachima,2019
Phalcoboenus chimango,2019
Corythaeola cristata,2019
Mirafra apiata,2019
Phibalura flavirostris,2019
Anabazenops fuscus,2019
Geositta cunicularia,2019
Sclerurus caudacutus,2019
Cacicus solitarius,2019
Tchagra tchagra,2019
Macronyx croceus,2019
Sphecotheres viridis,2019
Pitta angolensis,2019
Platylophus galericulatus,2019
Ptilonorhynchus violaceus,2019
Frederickena viridis,2019
Hypoedaleus guttatus,2019
Taraba major,2019
Thamnophilus caerulescens,2019
Thamnophilus ruficapillus,2019
Pachyramphus viridis,2019
Alectrurus tricolor,2019
Casiornis rufus,2019
Xolmis cinereus,2019
Nystalus chacuru,2019
Capito auratus,2019
Galbula ruficauda,2019
Lybius torquatus,2019
Pogoniulus pusillus,2019
Pogonornis minor,2019
Psilopogon flavifrons,2019
Psilopogon lineatus,2019
Primolius maracana,2019
Cygnus columbianus,2019
Chlidonias leucopterus,2019
Larus delawarensis,2019
Larus philadelphia,2019
Stercorarius pomarinus,2019
Turnix hottentottus,2019
Turnix maculosus,2019
Centropus sinensis,2019
Chrysococcyx klaas,2019
Cuculus gularis,2019
Cuculus solitarius,2019
Penelope obscura,2019
Penelope superciliaris,2019
Bambusicola thoracicus,2019
Caloperdix oculeus,2019
Francolinus gularis,2019
Rhizothera longirostris,2019
Emberiza flaviventris,2019
Garrulax leucolophus,2019
Ficedula albicollis,2019
Ailuroedus crassirostris,2019
Indicator minor,2019
Lybius vieilloti,2019
Pterocles bicinctus,2019
Pterocles quadricinctus,2019
Crypturellus obsoletus,2019
Crypturellus strigulosus,2019
Crypturellus tataupa,2019
Crypturellus undulatus,2019
Nothura maculosa,2019
Rhynchotus rufescens,2019
Taoniscus nanus,2019
Tinamus tao,2019
Apaloderma narina,2019
Aythya valisineria,2019
Charadrius wilsonia,2019
Halcyon chelicuti,2019
Centropus leucogaster,2019
Calandrella brachydactyla,2019
Eremopterix leucotis,2019
Buphagus erythrorynchus,2019
Melaenornis pammelaina,2019
Nectarinia tacazze,2019
Cymbilaimus lineatus,2019
Dendropicos abyssinicus,2019
Agapornis taranta,2019
Sterna dougallii,2019
Tringa solitaria,2019
Columbina picui,2019
Nesoenas picturatus,2019
Patagioenas maculosa,2019
Patagioenas picazuro,2019
Gallus sonneratii,2019
Zapornia paykullii,2019
Botaurus lentiginosus,2019
Apteryx australis,2019
Aerodramus fuciphagus,2019
Antrostomus vociferus,2019
Heliomaster furcifer,2019
Hylocharis chrysura,2019
Sappho sparganurus,2019
Bartramia longicauda,2019
Calidris minuta,2019
Calidris temminckii,2019
Numenius americanus,2019
Corvus ossifragus,2019
Oporornis agilis,2019
Anthoscopus minutus,2019
Amazona dufresniana,2019
Coracopsis vasa,2019
Clanga clanga,2019
Haliaeetus pelagicus,2019
Ictinia mississippiensis,2019
Lophoceros fasciatus,2019
Ocyceros gingalensis,2019
Rhyticeros undulatus,2019
Aethia pusilla,2019
Brachyramphus perdix,2019
Cepphus carbo,2019
Cepphus columba,2019
Cerorhinca monocerata,2019
Ptychoramphus aleuticus,2019
Chlidonias hybrida,2019
Larus cachinnans,2019
Columba rupestris,2019
Geotrygon mystacea,2019
Paraclaravis geoffroyi,2019
Halcyon malimbica,2019
Coccyzus erythropthalmus,2019
Crossoptilon auritum,2019
Perdix dauurica,2019
Tetraogallus caucasicus,2019
Antigone vipio,2019
Alauda leucoptera,2019
Piranga ludoviciana,2019
Apalis thoracica,2019
Nucifraga columbiana,2019
Leucosticte arctoa,2019
Serinus pusillus,2019
Xenops genibarbis,2019
Delichon lagopodum,2019
Locustella certhiola,2019
Phylidonyris niger,2019
Anthus cervinus,2019
Ficedula albicilla,2019
Muscicapa dauurica,2019
Anthreptes rectirostris,2019
