Scientific name,Extinction date 
Zimmerius improbus,2019
Vireo magister,2019
Micropsitta geelvinkiana,2019
Neopsittacus musschenbroekii,2019
Psittacara finschi,2019
Pyrrhura rhodocephala,2019
Touit dilectissimus,2019
Trichoglossus meyeri,2019
Trichoglossus rosenbergii,2019
Spheniscus mendiculus,2019
Scotopelia ussheri,2019
Strix seloputo,2019
Trogon chionurus,2019
Accipiter albogularis,2019
Bycanistes subcylindricus,2019
Lophoceros pallidirostris,2019
Apus pallidus,2019
Chaetura fumosa,2019
Telacanthura ussheri,2019
Antrostomus saturatus,2019
Lophornis adorabilis,2019
Selasphorus ardens,2019
Charadrius dealbatus,2019
Columbina cyanopis,2019
Ducula brenchleyi,2019
Otidiphaps nobilis,2019
Ptilinopus solomonensis,2019
Streptopelia decipiens,2019
Dromococcyx pavoninus,2019
Crax pinima,2019
Ortalis erythroptera,2019
Penelope ochrogaster,2019
Pipile grayi,2019
Guttera verreauxi,2019
Lophophorus sclateri,2019
Tragopan blythii,2019
Sarothrura insularis,2019
Acrocephalus concinens,2019
Aegithalos fuliginosus,2019
Chloropsis lazulina,2019
Cisticola brachypterus,2019
Cisticola lais,2019
Cisticola rufilatus,2019
Dicaeum minullum,2019
Emberiza tristrami,2019
Pytilia hypogrammica,2019
Bucanetes mongolicus,2019
Crithagra capistrata,2019
Cranioleuca curtata,2019
Leptasthenura andicola,2019
Garrulax lanceolatus,2019
Garrulax lunulatus,2019
Garrulax maximus,2019
Garrulax monachus,2019
Trochalopteron austeni,2019
Trochalopteron elliotii,2019
Malaconotus monteiri,2019
Lichmera argentauris,2019
Meliarchus sclateri,2019
Clytorhynchus pachycephaloides,2019
Myiagra nana,2019
Neolalage banksiana,2019
Anthus crenatus,2019
Eumyias sordidus,2019
Oenanthe heuglinii,2019
Sheppardia bocagei,2019
Tychaedon barbata,2019
Nicator gularis,2019
Pardaliparus venustulus,2019
Phylloscopus neglectus,2019
Phylloscopus presbytes,2019
Manacus aurantiacus,2019
Ploceus xanthopterus,2019
Alophoixus pallidus,2019
Hemixos castanonotus,2019
Poliolophus urostictus,2019
Remiz consobrinus,2019
Rhipidura spilodera,2019
Rhipidura verreauxi,2019
Erythrocercus livingstonei,2019
Sitta neglecta,2019
Acridotheres leucocephalus,2019
Lamprotornis acuticaudus,2019
Cholornis paradoxus,2019
Fulvetta cinereiceps,2019
Fulvetta ruficapilla,2019
Fulvetta striaticollis,2019
Moupinia poecilotis,2019
Sinosuthora alphonsiana,2019
Clytoctantes alixii,2019
Certhidea fusca,2019
Diglossa gloriosa,2019
Geospiza pallida,2019
Nemosia rourei,2019
Poospiza goeringi,2019
Sicalis citrina,2019
Sporophila fringilloides,2019
Sporophila melanogaster,2019
Erythrogenys mcclellandi,2019
Spelaeornis troglodytoides,2019
Cantorchilus semibadius,2019
Stizorhina finschi,2019
Turdus reevei,2019
Empidonax atriceps,2019
Lathrotriccus griseipectus,2019
Mystacornis crossleyi,2019
Pseudobias wardi,2019
Vidua orientalis,2019
Yuhina torqueola,2019
Psilopogon faber,2019
Dendrocopos leucopterus,2019
Melanerpes chrysauchen,2019
Melanerpes pulcher,2019
Picoides funebris,2019
Piculus simplex,2019
Picumnus aurifrons,2019
Picumnus fuscus,2019
Gyps himalayensis,2019
Melierax poliopterus,2019
Anas gracilis,2019
Tockus deckeni,2019
Apus horus,2019
Caprimulgus inornatus,2019
Nesophlox lyrura,2019
Oreonympha nobilis,2019
Onychoprion aleuticus,2019
Coenocorypha pusilla,2019
Gallinago imperialis,2019
Pternistis hartlaubi,2019
Tetraophasis obscurus,2019
Hypotaenidia pacifica,1939
Hypotaenidia sylvestris,2019
Campephaga quiscalina,2019
Cisticola cantans,2019
Cisticola eximius,2019
Cisticola marginatus,2019
Euphonia chrysopasta,2019
Serinus flavivertex,2019
Asthenes arequipae,2019
Cranioleuca sulphurifera,2019
Sclerurus albigularis,2019
Hirundo aethiopica,2019
Montecincla fairbanki,2019
Trochalopteron formosum,2019
Megalurulus mariae,2019
Trichodere cockerelli,2019
Myrmecocichla arnotti,2019
Oenanthe finschii,2019
Oenanthe frenata,2019
Oenanthe scotocerca,2019
Aethopyga christinae,2019
Basileuterus griseiceps,2019
Ploceus bojeri,2019
Ploceus megarhynchus,2019
Pycnonotus xanthorrhous,2019
Mino kreffti,2019
Hypocnemis hypoxantha,2019
Thamnomanes saturninus,2019
Thamnophilus nigriceps,2019
Thamnophilus stictocephalus,2019
Thamnophilus sticturus,2019
Bangsia arcaei,2019
Chrysothlypis chrysomelas,2019
Poospizopsis caesar,2019
Sporophila frontalis,2019
Tangara florida,2019
Schiffornis stenorhyncha,2019
Xenopsaris albinucha,2019
Cantorchilus superciliaris,2019
Turdus hauxwelli,2019
Contopus ochraceus,2019
Contopus punensis,2019
Lessonia oreas,2019
Neopipo cinnamomea,2019
Phelpsia inornata,2019
Phyllomyias plumbeiceps,2019
Phyllomyias uropygialis,2019
Phyllomyias zeledoni,2019
Yuhina diademata,2019
Brachygalba goeringi,2019
Stactolaema anchietae,2019
Pterodroma arminjoniana,2019
Pterodroma defilippiana,2019
Pterodroma gouldi,2019
Pterodroma magentae,2019
Puffinus elegans,2019
Nisaetus nanus,2019
Pernis celebensis,2019
Burhinus vermiculatus,2019
Leptotila plumbeiceps,2019
Patagioenas subvinacea,2019
Ptilinopus pelewensis,2019
Zentrygon costaricensis,2019
Ceyx wallacii,2019
Cittura sanghirensis,2019
Aramides albiventris,2019
Laterallus levraudi,2019
Porzana fasciata,2019
Rufirallus castaneiceps,2019
Habia carmioli,2019
Cisticola haematocephalus,2019
Prionochilus xanthopygius,2019
Hypargos niveoguttatus,2019
Lagonosticta rhodopareia,2019
Spinus dominicensis,2019
Certhiasomus stictolaemus,2019
Deconychura longicauda,2019
Lepidocolaptes fuscicapillus,2019
Sclerurus rufigularis,2019
Xiphorhynchus elegans,2019
Hirundo angolensis,2019
Garrulax davidi,2019
Turdoides hartlaubii,2019
Metabolus godeffroyi,2019
Myiagra erythrops,2019
Heteroxenicus stellatus,2019
Cinnyris ludovicensis,2019
Orthonyx spaldingii,2019
Pachycephala tenebrosa,2019
Myiothlypis leucophrys,2019
Aimophila notosticta,2019
Amphispiza quinquestriata,2019
Chlorospingus hypophaeus,2019
Melozone cabanisi,2019
Heterocercus flavivertex,2019
Neopelma chrysocephalum,2019
Tyranneutes virescens,2019
Microbates collaris,2019
Rhipidura lepida,2019
Horornis annae,2019
Rhopophilus pekinensis,2019
Dichrozona cincta,2019
Epinecrophylla leucophthalma,2019
Formicivora melanogaster,2019
Frederickena unduliger,2019
Hafferia fortis,2019
Herpsilochmus atricapillus,2019
Herpsilochmus dorsimaculatus,2019
Herpsilochmus longirostris,2019
Hypocnemoides maculicauda,2019
Myrmelastes leucostigma,2019
Myrmoderus squamosus,2019
Myrmotherula assimilis,2019
Myrmotherula longipennis,2019
Myrmotherula luctuosa,2019
Rhegmatorhina cristata,2019
Thamnomanes ardesiacus,2019
Tityra leucura,2019
Odontorchilus cinereus,2019
Troglodytes sissonii,2019
Attila phoenicurus,2019
Conopias parvus,2019
Elaenia cristata,2019
Elaenia parvirostris,2019
Elaenia ruficeps,2019
Elaenia spectabilis,2019
Euscarthmus rufomarginatus,2019
Hemitriccus inornatus,2019
Hemitriccus zosterops,2019
Knipolegus poecilocercus,2019
Lathrotriccus euleri,2019
Mionectes olivaceus,2019
Myiopagis cinerea,2019
Ochthornis littoralis,2019
Phylloscartes superciliaris,2019
Poecilotriccus latirostris,2019
Poecilotriccus senex,2019
Tolmomyias assimilis,2019
Xenopirostris polleni,2019
Anomalospiza imberbis,2019
Pachysylvia hypoxantha,2019
Zosterops conspicillatus,1983
Zosterops finschii,2019
Zosterops semperi,2019
Psilopogon lagrandieri,2019
Rollandia microptera,2019
Myiopsitta luchsi,2019
Pterocles decoratus,2019
Margarobyas lawrencii,2019
Megascops barbarus,2019
Trogon bairdii,2019
Zoonavena grandidieri,2019
Eleothreptus candicans,2019
Amazilia luciae,2019
Calliphlox bryantae,2019
Elvira cupreiceps,2019
Eupherusa nigriventris,2019
Glaucis aeneus,2019
Lampornis cinereicauda,2019
Leptotila cassinii,2019
Leptotrygon veraguensis,2019
Cacomantis castaneiventris,2019
Centropus andamanensis,2019
Coua coquereli,2019
Coua cursor,2019
Coua pyropyga,2019
Coua verreauxi,2019
Chamaepetes unicolor,2019
Crax daubentoni,2019
Ortalis cinereiceps,2019
Ortalis superciliaris,2019
Ortalis wagleri,2019
Megapodius eremita,2019
Guttera edouardi,2019
Odontophorus leucolaemus,2019
Pternistis leucoscepus,2019
Pternistis rufopictus,2019
Scleroptila psilolaema,2019
Neocrex erythrops,2019
Xenicus gilviventris,2019
Nesillas lantzii,2019
Melanocorypha maxima,2019
Atrichornis rufescens,2019
Thamnornis chloropetoides,2019
Pheucticus tibialis,2019
Chaetops aurantius,2019
Dicrurus andamanensis,2019
Emberiza affinis,2019
Akialoa obscura,1940
Automolus virgatus,2019
Icterus graceannae,2019
Garrulax sannio,2019
Turdoides melanops,2019
Foulehaio procerior,2019
Meliphaga notata,2019
Terpsiphone corvina,2019
Saxicola jerdoni,2019
Sholicola albiventris,2019
Geothlypis rostrata,2019
Passerculus guttatus,2019
Pipilo ocai,2019
Pipilo socorroensis,2019
Phylloscopus maculipennis,2019
Hypsipetes chloris,2019
Hypsipetes crassirostris,2019
Iole charlottae,2019
Thamnophilus murinus,2019
Bangsia flavovirens,2019
Parkerthraustes humeralis,2019
Contopus hispaniolensis,2019
Zimmerius gracilipes,2019
Hylophilus semicinereus,2019
Zosterops modestus,2019
Dryobates pernyii,2019
Hydrobates monorhis,2019
Conuropsis carolinensis,1910
Coracopsis barklyi,2019
Cyclopsitta coxeni,2019
Megascops kennicottii,2019
Ninox affinis,2019
Nothocercus bonapartei,2019
Nothocercus nigrocapillus,2019
Nothoprocta ornata,2019
Nothoprocta pentlandii,2019
Nothura darwinii,2019
Rhynchotus maculicollis,2019
Anas zonorhyncha,2019
Dendrocygna guttata,2019
Eurostopodus papuensis,2019
Leucippus chlorocercus,2019
Scolopax rochussenii,2019
Columba pollenii,2019
Ceyx fallax,2019
Tanysiptera riedelii,2019
Centropus bernsteini,2019
Megapodius bernsteinii,2019
Lophophorus lhuysii,2019
Polyplectron germaini,2019
Gymnocrex rosenbergii,2019
Acrocephalus brevipennis,2019
Campochaera sloetii,2019
Lalage newtoni,2019
Neomixis tenella,2019
Dicrurus waldenii,2019
Formicarius rufipectus,2019
Pyrrhula murina,2019
Aphrastura masafucrae,2019
Cranioleuca vulpecula,2019
Furnarius torridus,2019
Geositta crassirostris,2019
Metopothrix aurantiaca,2019
Philydor fuscipenne,2019
Grallaria gigantea,2019
Icterus portoricensis,2019
Molothrus rufoaxillaris,2019
Microptilotis gracilis,2019
Clytorhynchus vitiensis,2019
Cossypha heuglini,2019
Spindalis dominicensis,2019
Spindalis portoricensis,2019
Streptocitta albertinae,2019
Sylvia dohrni,2019
Dysithamnus puncticeps,2019
Myrmoborus melanurus,2019
Myrmochanes hemileucus,2019
Idiopsar brachyurus,2019
Tangara cabanisi,2019
Contopus latirostris,2019
Muscisaxicola fluviatilis,2019
Myiarchus antillarum,2019
Serpophaga hypoleuca,2019
Xenopirostris damii,2019
Hylophilus brunneiceps,2019
Hylophilus pectoralis,2019
Vireo carmioli,2019
Vireo latimeri,2019
Vireo plumbeus,2019
Vireo vicinior,2019
Vireolanius eximius,2019
Zosterops ficedulinus,2019
Zosterops mayottensis,2019
Hapaloptila castanea,2019
Nesoctites micromegas,2019
Picumnus nebulosus,2019
Picumnus spilogaster,2019
Aulacorhynchus cyanolaemus,2019
Cyclopsitta gulielmitertii,2019
Cyclopsitta melanogenia,2019
Loriculus exilis,2019
Micropsitta pusio,2019
Tyto rosenbergii,2019
Aquila africana,2019
Buteo auguralis,2019
Gyps africanus,2019
Morphnarchus princeps,2019
Anas melleri,2019
Tockus monteiri,2019
Apus barbatus,2019
Hirundapus celebensis,2019
Streptoprocne biscutata,2019
Lampornis calolaemus,2019
Lampornis hemileucus,2019
Synthliboramphus craveri,2019
Burhinus indicus,2019
Charadrius peronii,2019
Ducula concinna,2019
Ducula neglecta,2019
Macropygia macassariensis,2019
Turtur brehmeri,2019
Odontophorus melanotis,2019
Amaurornis isabellina,2019
Amaurornis moluccana,2019
Gerygone palpebrosa,2019
Acrocephalus rodericanus,2019
Mirafra rufocinnamomea,2019
Lalage typica,2019
Granatellus francescae,2019
Granatellus pelzelni,2019
Carpodectes nitidus,2019
Dicaeum aureolimbatum,2019
Lonchura tristissima,2019
Mandingoa nitidula,2019
Euphonia anneae,2019
Margarornis rubiginosus,2019
Thripadectes rufobrunneus,2019
Hylopezus dives,2019
Progne cryptoleuca,2019
Progne elegans,2019
Phyllanthus rubiginosus,2019
Turdoides gymnogenys,2019
Copsychus sechellarum,2019
Ficedula rufigula,2019
Fraseria caerulescens,2019
Lycocorax obiensis,2019
Sittiparus semilarvatus,2019
Basileuterus melanogenys,2019
Geothlypis poliocephala,2019
Myioborus torquatus,2019
Myiothlypis cinereicollis,2019
Myiothlypis flaveola,2019
Myiothlypis mesoleuca,2019
Setophaga adelaidae,2019
Setophaga graciae,2019
Arremon crassirostris,2019
Phylloscopus armandii,2019
Lepidothrix nattereri,2019
Foudia flavicans,2019
Foudia sechellarum,2019
Liosceles thoracicus,2019
Rhipidura cinerea,2019
Sitta villosa,2019
Culicicapa helianthea,2019
Dysithamnus striaticeps,2019
Hypocnemis flavescens,2019
Myrmotherula schisticolor,2019
Sipia laemosticta,2019
Bangsia edwardsi,2019
Heterospingus rubrifrons,2019
Iridosornis reinhardti,2019
Poospiza ornata,2019
Sporophila pileata,2019
Cyanoderma bicolor,2019
Cantorchilus thoracicus,2019
Pheugopedius atrogularis,2019
Catharus gracilirostris,2019
Myadestes melanops,2019
Aphanotriccus capitalis,2019
Contopus lugubris,2019
Elaenia chiriquensis,2019
Elaenia frantzii,2019
Empidonax flavescens,2019
Myiarchus venezuelensis,2019
Piprites griseiceps,2019
Heleia muelleri,2019
Zosterops melanurus,2019
Capito quinticolor,2019
Picus erythropygius,2019
Ninox ochracea,2019
Accipiter sylvestris,2019
Mergus squamatus,2019
Apus acuticauda,2019
Chalcostigma olivaceum,2019
Selasphorus flammula,2019
Urochroa leucura,2019
Urosticte ruficrissa,2019
Macropygia magna,2019
Treron floris,2019
Coccyzus bahamensis,2019
Falco dickinsoni,2019
Megapodius pritchardii,2019
Arborophila crudigularis,2019
Tauraco livingstonii,2019
Gerygone inornata,2019
Gerygone sulphurea,2019
Acrocephalus gracilirostris,2019
Galerida modesta,2019
Smithornis rufolateralis,2019
Cisticola troglodytes,2019
Eremomela canescens,2019
Climacteris affinis,2019
Corvus hawaiiensis,2003
Lagonosticta rara,2019
Geositta isabellina,2019
Premnornis guttuliger,2019
Psalidoprocne albiceps,2019
Cacicus microrhynchus,2019
Heterophasia auricularis,2019
Cincloramphus timoriensis,2019
Ficedula dumetoria,2019
Muscicapa aquatica,2019
Niltava vivida,2019
Cinnyris comorensis,2019
Pachycephala fulvotincta,2019
Cardellina versicolor,2019
Chlorospingus pileatus,2019
Pselliophorus tibialis,2019
Passer moabiticus,2019
Polioptila nigriceps,2019
Anthoscopus parvulus,2019
Pteroptochos castaneus,2019
Rhipidura diluta,2019
Myrmotherula minor,2019
Lanio leucothorax,2019
Sicalis auriventris,2019
Thryophilus sinaloa,2019
Troglodytes pacificus,2019
Geokichla gurneyi,2019
Turdus confinis,2019
Muscisaxicola cinereus,2019
Myiophobus rufescens,2019
Pseudocolopteryx citreola,2019
Zosterops grayi,2019
Semnornis frantzii,2019
Hydrobates homochroa,2019
Hydrobates hornbyi,2019
Hydrobates microsoma,2019
Ardenna creatopus,2019
Puffinus opisthomelas,2019
Cacatua ophthalmica,2019
Amazona finschi,2019
Loriculus flosculus,2019
Otus silvicola,2019
Circus macrosceles,2019
Dryotriorchis spectabilis,2019
Nisaetus philippensis,2019
Spilornis elgini,2019
Aythya baeri,2019
Neafrapus cassini,2019
Panyptila sanctihieronymi,2019
Androdon aequatorialis,2019
Charadrius placidus,2019
Rhinoptilus cinctus,2019
Thalasseus bernsteini,2019
Ptilinopus insolitus,2019
Treron formosae,2019
Treron griseicauda,2019
Ceyx cajeli,2019
Centropus unirufus,2019
Cuculus rochii,2019
Hierococcyx pectoralis,2019
Falco amurensis,2019
Falco newtoni,2019
Crossoptilon mantchuricum,2019
Lophura swinhoii,2019
Peliperdix schlegelii,2019
Pternistis icterorhynchus,2019
Aramides axillaris,2019
Rallina canningi,2019
Lissotis hartlaubii,2019
Acrocephalus newtoni,2019
Acrocephalus sorghophilus,2019
Cisticola ayresii,2019
Dendrocitta bayleii,2019
Dendrocitta formosae,2019
Urocissa caerulea,2019
Dicaeum igniferum,2019
Dicaeum vulneratum,2019
Emberiza yessoensis,2019
Erythrura hyperythra,2019
Estrilda paludicola,2019
Lagonosticta nigricollis,2019
Lonchura kelaarti,2019
Lonchura pallida,2019
Pytilia lineata,2019
Spinus atriceps,2019
Leptasthenura striata,2019
Tachycineta albilinea,2019
Alcippe morrisonia,2019
Garrulax poecilorhynchus,2019
Garrulax ruficeps,2019
Laniarius funebris,2019
Hypothymis puella,2019
Symposiachrus loricatus,2019
Anthus gustavi,2019
Cichladusa arquata,2019
Larvivora sibilans,2019
Monticola gularis,2019
Oenanthe chrysopygia,2019
Pachycephala mentalis,2019
Sittiparus castaneoventris,2019
Graminicola bengalensis,2019
Schoeniparus brunneus,2019
Phylloscopus schwarzi,2019
Phylloscopus xanthodryas,2019
Corapipo leucorrhoa,2019
Hydrornis phayrei,2019
Pitta megarhyncha,2019
Ploceus taeniopterus,2019
Hypsipetes longirostris,2019
Hypsipetes mysticalis,2019
Rhipidura bouruensis,2019
Urosphena squameiceps,2019
Sitta krueperi,2019
Gymnopithys bicolor,2019
Tangara dowii,2019
Erythrogenys erythrocnemis,2019
Myiobius atricaudus,2019
Turdus hortulorum,2019
Sirystes albogriseus,2019
Sublegatus arenarum,2019
Hypositta corallirostris,2019
Newtonia brunneicauda,2019
Vireo pallens,2019
Zosterops erythropleurus,2019
Trachylaemus goffinii,2019
Psilopogon nuchalis,2019
Dendropicos elliotii,2019
Picumnus pumilus,2019
Pterodroma incerta,2019
Pterodroma neglecta,2019
Cacatua goffiniana,2019
Loriculus sclateri,2019
Polytelis alexandrae,2019
Trichoglossus flavoviridis,2019
Ninox hantu,2019
Crypturellus brevirostris,2019
Crypturellus erythropus,2019
Tinamus guttatus,2019
Harpactes orrhophaeus,2019
Trogon mesurus,2019
Accipiter griseiceps,2019
Accipiter rhodogaster,2019
Buteo plagiatus,2019
Circaetus beaudouini,2019
Circus maillardi,2019
Hieraaetus ayresii,2019
Chaetura cinereiventris,2019
Hydropsalis maculicaudus,2019
Taphrospilus hypostictus,2019
Larus smithsonianus,2019
Henicophaps albifrons,2019
Treron phayrei,2019
Todiramphus nigrocyaneus,2019
Micrastur mirandollei,2019
Bambusicola sonorivox,2019
Gymnocrex plumbeiventris,2019
Lalage atrovirens,2019
Pericrocotus albifrons,2019
Cisticola brunnescens,2019
Crypsirina cucullata,2019
Crithagra burtoni,2019
Crithagra rufobrunnea,2019
Pyrrhula erythaca,2019
Spinus uropygialis,2019
Xiphorhynchus lachrymosus,2019
Agelaius xanthomus,2019
Chenorhamphus grayi,2019
Sipodotus wallacii,2019
Philemon fuscicapillus,2019
Toxostoma ocellatum,2019
Anthus berthelotii,2019
Cichladusa guttata,2019
Myophonus insularis,2019
Oreocossypha isabellae,2019
Pitohui cerviniventris,2019
Pitohui uropygialis,2019
Pachycephala griseonota,2019
Gymnoris pyrgita,2019
Erythropitta rubrinucha,2019
Ploceus xanthops,2019
Chlamydera guttata,2019
Arizelocichla tephrolaema,2019
Pycnonotus blanfordi,2019
Acridotheres burmannicus,2019
Aplonis cantoroides,2019
Aplonis mysolensis,2019
Chrysomma altirostre,2019
Sylvia layardi,2019
Epinecrophylla fulviventris,2019
Thamnistes aequatorialis,2019
Dacnis venusta,2019
Sporophila schistacea,2019
Campylorhynchus albobrunneus,2019
Turdus obsoletus,2019
Conopias albovittatus,2019
Knipolegus poecilurus,2019
Myiodynastes hemichrysus,2019
Myiozetetes granadensis,2019
Oncostoma olivaceum,2019
Ornithion brunneicapillus,2019
Phylloscartes flavovirens,2019
Platyrinchus flavigularis,2019
Pogonotriccus poecilotis,2019
Zimmerius parvus,2019
Tylas eduardi,2019
Pachysylvia aurantiifrons,2019
Pachysylvia hypochrysea,2019
Zosterops melanocephalus,2019
Colaptes aeruginosus,2019
Gecinulus viridis,2019
Meiglyptes grammithorax,2019
Melanerpes hoffmannii,2019
Melanerpes rubricapillus,2019
Piculus callopterus,2019
Picumnus castelnau,2019
Picumnus lafresnayi,2019
Veniliornis cassini,2019
Procellaria parkinsoni,2019
Charmosyna rubronotata,2019
Loriculus amabilis,2019
Touit stictopterus,2019
Accipiter erythrauchen,2019
Aquila adalberti,2019
Leucopternis semiplumbeus,2019
Melierax metabates,2019
Anser rossii,2019
Chloephaga rubidiceps,2019
Horizocerus hartlaubi,2019
Chordeiles pusillus,2019
Aglaiocercus coelestis,2019
Chalybura urochrysia,2019
Chlorostilbon assimilis,2019
Sternula lorata,2019
Recurvirostra andina,2019
Calidris bairdii,2019
Gallinago megala,2019
Centropus grillii,2019
Falco alopex,2019
Fulica rufifrons,2019
Laterallus albigularis,2019
Lalage melanoleuca,2019
